Provider,PotentialFraud,degree,eigenvector_centrality,clustering_coefficient,pagerank
PRV54997,0,96,1.2154843658006295e-06,0.00013596514439073306,2.0813216268558948e-05
PRV55810,0,4,1.1296802399751562e-07,0.0002915709997710389,1.9690386706918845e-06
PRV56873,0,4,7.823635572751286e-08,0.00028395786565131245,1.7721407463101487e-06
PRV52622,0,18,2.8533550569003654e-07,0.00013001738577781113,5.117816419348945e-06
PRV54620,0,38,3.3764149718225563e-07,9.617313337017249e-05,9.105647955643354e-06
PRV53109,0,75,6.741524641565474e-07,0.00011145683554390509,1.6134813711255452e-05
PRV52469,0,474,4.027502434951658e-06,4.0032823317490456e-05,9.542381591365634e-05
PRV52698,0,315,1.9354737162769774e-07,0.00011359027224267726,6.349352698263426e-05
PRV55700,0,83,9.929396124440913e-07,8.542819609297149e-05,1.791970054942596e-05
PRV51499,0,1223,4.116804777331294e-06,2.5287941526271905e-05,0.00023365395725575568
PRV56120,0,10,9.199252888406135e-08,0.0002936242747854,3.579113343393309e-06
PRV54409,0,45,5.492549810548607e-07,9.642875251828817e-05,1.0495597930470597e-05
PRV52087,0,138,1.6693604046113877e-06,9.19494475219056e-05,2.793207162708299e-05
PRV56274,0,22,4.6924628974713783e-07,0.00016417866242557545,5.447586355453521e-06
PRV54768,0,83,1.663478585669974e-06,8.659008208378127e-05,1.8252265134297056e-05
PRV56033,0,17,2.050243639674446e-07,9.989891855775628e-05,5.129204656013063e-06
PRV53052,0,22,2.8250513861962503e-07,0.000123905318987533,5.385631976899793e-06
PRV55041,0,52,1.0998748667469193e-06,0.00011215804027166761,1.1209481228364048e-05
PRV56739,0,13,2.42799869574212e-07,0.00011390626227996652,4.0623536300931355e-06
PRV52553,0,22,5.388643594744995e-07,0.00022467597732273847,5.5308795337464605e-06
PRV52576,0,61,8.609233710597918e-07,6.009870587444455e-05,1.4052899360886996e-05
PRV51052,1,113,1.0243197291751209e-06,7.007235634186035e-05,2.5394516310873278e-05
PRV51943,0,226,4.3425067870013956e-06,6.366373999767603e-05,4.61050434172704e-05
PRV51066,0,65,5.670636869073151e-07,9.592236176901154e-05,1.5109612095997244e-05
PRV53920,0,560,1.5595580333806979e-06,5.373186933342795e-05,0.00011103268087241627
PRV51688,0,25,3.4916876800613493e-07,0.00012286825274348238,5.87892144357093e-06
PRV53750,0,3159,1.9528669320453246e-06,5.0143322552742915e-05,0.0005932046105628723
PRV55603,0,6,1.5207583800659657e-07,0.00023142005587998342,2.3538276485789527e-06
PRV51267,0,40,3.1394394518699076e-07,8.761789062546751e-05,9.420851648127157e-06
PRV57641,0,159,1.4635707110087427e-06,0.00017095923056042564,3.255758748814002e-05
PRV55703,0,138,8.963989010078383e-07,7.232118231768658e-05,2.9106281523108244e-05
PRV53119,1,46,5.556192622002281e-07,0.00012114292003335174,1.039328211955043e-05
PRV55134,0,3,7.821590004096402e-08,0.0005366467383259633,1.6091649278430334e-06
PRV54674,0,8,8.860075166106767e-08,0.00033912808917852514,3.461707272821853e-06
PRV57097,0,6,1.1299446540324601e-07,0.0001804247022522612,2.6541070953191744e-06
PRV51630,0,12,2.695405721893417e-07,0.00027673450510183573,3.279963733071564e-06
PRV56759,0,29,5.275141451859874e-07,0.00011822265553097691,7.605406313770055e-06
PRV56238,0,80,1.2632943690499195e-06,8.654474996659838e-05,1.7161915636402552e-05
PRV55816,0,3,4.735776215622899e-08,0.000225377507324769,1.6383272577399211e-06
PRV51260,0,149,1.4673312472435924e-06,4.7677392614016e-05,3.183509298646153e-05
PRV54256,0,682,1.742779586564648e-06,9.820481577307123e-05,0.00013154288425769702
PRV56769,0,61,1.3080426803093837e-06,0.00011503486790382265,1.4174951834100946e-05
PRV56751,0,218,6.116281228428829e-07,9.47644448916161e-05,4.438129537311786e-05
PRV51824,0,24,3.0812480202234005e-07,0.00016427917199967641,5.553177122767917e-06
PRV53601,0,6,7.088315299687655e-08,0.000450755014649538,2.600167465318741e-06
PRV53602,0,11,1.1256906233672329e-07,0.00014105739328221445,3.456412253577228e-06
PRV53127,0,260,1.3057378118602048e-06,8.832091013018028e-05,5.3141578773476036e-05
PRV52031,0,319,3.4320564587007567e-06,4.5262266520515464e-05,6.365313604640993e-05
PRV56400,1,23,4.36012302342129e-07,0.000167707381358742,6.331017890446155e-06
PRV53101,0,20,4.134141963010341e-07,0.00013955750760634908,5.559578658646199e-06
PRV56747,0,41,9.861962306106054e-07,7.979751311381737e-05,9.690302153491633e-06
PRV53033,0,4,7.390644931699459e-08,0.000676132521974307,1.774390699123429e-06
PRV51553,0,62,1.5395539826714375e-06,0.00011421319363957331,1.371774095667712e-05
PRV51625,0,17,3.79989100625668e-07,0.00011943501732722938,5.121058362447483e-06
PRV56432,0,71,9.927688325295826e-07,9.934136682675797e-05,1.5419230251761684e-05
PRV57667,1,7,9.295915876694164e-08,0.0005093353729760814,2.324552530165031e-06
PRV53393,0,14,2.8329306362380555e-07,0.00013983977159333068,3.7813416464444367e-06
PRV53289,0,272,2.541464565437634e-06,8.303837632833763e-05,5.4637706204416525e-05
PRV52464,0,6,1.1777923275496385e-07,0.0002399915575354715,2.5199072887880998e-06
PRV55247,0,901,8.242935510705747e-07,4.6952773706249324e-05,0.0001735963602222393
PRV56796,0,241,3.079809291256847e-06,5.7946260631641734e-05,4.974404460883818e-05
PRV54404,0,691,1.8023530212507932e-06,3.881533264798309e-05,0.00013339957646703698
PRV53419,0,48,8.741090719343818e-07,9.221693400822557e-05,1.0947348251911365e-05
PRV51642,0,71,1.1123725174668412e-06,0.00010416848418507049,1.5415069579443255e-05
PRV53990,0,252,1.4136916185010579e-06,9.218339028299949e-05,5.0214776480125725e-05
PRV52651,0,10,2.2599195356774632e-07,0.00020180011674108354,2.880779930368678e-06
PRV56501,1,619,8.902083818612555e-07,5.96459919589393e-05,0.0001173067596032129
PRV56395,0,15,2.0165906153584027e-07,0.00013365080613005737,4.847888915614231e-06
PRV52837,0,191,2.918972450112429e-06,6.56760649269366e-05,3.9453610086385636e-05
PRV51606,0,117,2.539596925715484e-06,6.13133358915629e-05,2.5940749270858322e-05
PRV52904,0,9,1.1130111176911892e-07,0.0002978117168660044,2.7742926055191533e-06
PRV51582,0,11,2.7378423960252834e-07,0.0003682712127147325,3.3861607036070695e-06
PRV55833,0,375,5.316172430214874e-07,6.963648830400245e-05,7.495308041266178e-05
PRV51235,0,5,7.869098579702935e-08,0.0003672943614085585,2.3172243880508944e-06
PRV53628,0,527,2.31271778542775e-06,2.7450852005073623e-05,0.00010994312719015544
PRV51123,0,79,1.4683722273187806e-06,0.00011809086739677141,1.70370820553821e-05
PRV52160,0,141,8.158649594424945e-06,5.7081789641676006e-05,2.9609909840395598e-05
PRV57080,0,3,7.38751024259336e-08,0.0005366467383259633,1.6118448483474584e-06
PRV56659,0,348,1.1094724897827135e-07,0.00011139706336470775,6.337826000351635e-05
PRV52615,0,21,3.0644555343879045e-07,9.778621700788002e-05,5.153806819025421e-06
PRV53409,0,89,5.662350552620944e-07,0.00011250382550827394,1.9873571092251957e-05
PRV51551,0,67,8.09505229796549e-07,8.343994296929405e-05,1.5134687980685379e-05
PRV55503,0,1520,2.1786064831578832e-06,3.381160165978919e-05,0.00029025646759810387
PRV53483,0,46,5.011443998311474e-07,0.00013359789317233498,9.938899574801367e-06
PRV56174,0,24,4.710916381516517e-07,0.00014002715931565592,6.227523513033379e-06
PRV56425,1,957,4.359369127597221e-06,7.755015572622167e-05,0.00018763152627537658
PRV53279,0,88,7.920096107277275e-07,8.386269156337658e-05,1.8577169596562368e-05
PRV52452,0,708,3.2944675687281326e-07,6.100616511738121e-05,0.00013430967316623436
PRV54905,0,383,2.7925755668758916e-06,4.8161939603479246e-05,7.899398973669711e-05
PRV57650,0,90,2.212598189635794e-07,0.0005351683825612662,1.8143268402018173e-05
PRV53397,1,36,6.006468139697687e-07,0.00011938540078460952,8.66448425223264e-06
PRV57526,0,521,3.4822789861124325e-06,5.112011240555691e-05,0.00010469302952861592
PRV51255,0,192,1.5114956643213194e-06,5.372989728813921e-05,4.076546391236542e-05
PRV53757,0,152,1.658646759340229e-06,6.577570855756958e-05,3.132147746038642e-05
PRV57584,0,107,7.428258563815494e-07,0.00010686545330594449,2.366483197015509e-05
PRV56398,0,47,7.044655965793577e-07,7.121944990727745e-05,1.0347501400094266e-05
PRV53336,0,9,1.9853697935873526e-07,0.00022091249392571766,2.7602364590900244e-06
PRV51377,0,244,3.591030636705418e-06,4.5209575757766184e-05,5.088080169111118e-05
PRV51109,0,9,1.4538418817530535e-07,0.00033752781233376634,2.882018204967929e-06
PRV55555,0,127,2.0180845280567355e-06,6.760703146884425e-05,2.6954892952678024e-05
PRV52696,0,8,1.868437345686597e-07,0.00020874922596133871,2.8739490878803527e-06
PRV51644,0,64,1.0113358165993805e-06,7.787103428669916e-05,1.402649240461637e-05
PRV54616,0,13,2.225683477270829e-07,0.00016344748460827828,3.6336677597138155e-06
PRV52536,0,4,1.1081521503226707e-07,0.0007032061605990209,1.8541894084008876e-06
PRV55176,0,47,7.306424949385469e-07,0.00010768035790698569,1.044609428899499e-05
PRV51484,0,229,2.026353646235408e-06,7.311275531295828e-05,4.508885917343563e-05
PRV57115,0,33,4.6609542685827075e-07,7.807915805501505e-05,7.907740381495904e-06
PRV51711,0,2,2.6224867078548335e-08,0.0003380662609871535,2.2769582933808855e-06
PRV54693,0,130,1.7422880512157586e-06,5.5422944982897006e-05,2.738913915225451e-05
PRV56755,0,41,6.93910600143313e-07,6.053510775866621e-05,1.0494251906265483e-05
PRV56545,0,2,3.9098434162974496e-08,0.0003380662609871535,1.5677953289135011e-06
PRV51670,0,1123,5.052592914930706e-06,3.4615998425647185e-05,0.00022045533297274276
PRV53240,0,15,2.427779569968632e-07,0.0002477287409323766,3.982202276384703e-06
PRV51715,0,34,6.256306232247678e-07,9.115825651893874e-05,7.994356863865447e-06
PRV54817,0,4,1.1080842267851285e-07,0.0007032061605990209,1.9496786886682077e-06
PRV51846,0,75,7.318286575292712e-07,8.531003296667215e-05,1.6949080899048423e-05
PRV51483,0,203,3.983608541482427e-06,6.735437047431088e-05,4.18506117516412e-05
PRV55543,0,358,2.0252576854949677e-07,6.131736598868758e-05,6.702501009843733e-05
PRV54134,0,117,1.5851533043198522e-06,6.449458695268415e-05,2.5576393795349997e-05
PRV52804,0,3,7.819125038965414e-08,0.0005366467383259633,1.6597422761204227e-06
PRV51318,0,7,9.291025763509495e-08,0.0003148186303790962,2.337307745241335e-06
PRV57704,0,18,3.4794621964128355e-07,0.00015270004399016508,4.64361832538184e-06
PRV55379,0,10,7.888893747709723e-08,0.0002776571384678028,3.4126572184297616e-06
PRV52912,0,38,5.048223188279636e-07,9.559118102862057e-05,9.636374812217549e-06
PRV57089,0,8,1.445561900528592e-07,0.0001263292781780333,2.960964547487526e-06
PRV54263,0,15,2.885526643196697e-07,0.00020567808379091178,3.951503562313297e-06
PRV56340,0,8,1.5689293625173762e-07,0.0002441332600823767,2.8172963181141475e-06
PRV55269,0,452,1.6846296290153154e-06,3.8367675837019e-05,9.06920715712979e-05
PRV55848,0,91,1.4608249155076284e-06,0.00010546001598287095,2.0099177367348214e-05
PRV56908,0,4,7.820255880990601e-08,0.00028395786565131245,2.017108268940678e-06
PRV55583,0,31,4.2061851894212324e-07,6.721953309836642e-05,7.418548219281604e-06
PRV52662,0,48,7.806001435264749e-07,9.773275086558548e-05,1.1461626415437746e-05
PRV56271,0,245,1.0924236695206831e-06,6.879198720263209e-05,4.9742450267487255e-05
PRV51379,0,53,1.4505940137986554e-06,0.00011489645090534673,1.1634786142351565e-05
PRV53861,0,5,1.1512711656764753e-07,0.00019832330965684845,2.0883364348306884e-06
PRV54503,0,2,3.9095454022750325e-08,0.0003380662609871535,2.282785461027445e-06
PRV56632,0,190,2.7783118274636567e-07,0.0003283044730862037,3.596870735060407e-05
PRV54247,0,178,8.531418561292617e-07,6.99578200445922e-05,3.8215100054796885e-05
PRV52028,0,42,6.261841657833712e-07,0.0001072726389037051,1.069585161882715e-05
PRV51288,0,19,2.910043338767712e-07,0.00012896513078654347,4.5766895021710075e-06
PRV53091,0,7,1.1301308838429957e-07,0.00013764352381694716,2.4709298089038956e-06
PRV51810,0,9,1.9170094399968775e-07,0.00014241782978098426,2.852928286927088e-06
PRV51055,0,57,3.980372108902438e-07,8.186973395927659e-05,1.2178473674781642e-05
PRV51296,0,73,4.94774503410778e-07,9.130811680806969e-05,1.5816069618508806e-05
PRV54891,0,126,1.1846036377698714e-06,8.570846066250932e-05,2.6205501560445517e-05
PRV56474,0,81,7.028058649566804e-07,8.519674635992776e-05,1.6763237052944625e-05
PRV53387,0,128,9.827894054224758e-07,6.511389414945356e-05,2.8116238095636756e-05
PRV54411,0,61,4.5975172781727376e-07,0.00011178444605382197,1.3871224328367866e-05
PRV56766,0,74,1.4728975928632543e-06,9.291269720409191e-05,1.6244856192674822e-05
PRV53632,0,37,5.600901713019039e-07,0.00013609996921622246,8.781987313536094e-06
PRV54820,0,2,3.910098964143891e-08,0.0003380662609871535,1.4340996544580938e-06
PRV51300,0,133,1.9575744295645673e-07,0.000136401401473519,2.8084369450326588e-05
PRV56166,0,22,4.7530160511951225e-07,0.00014553353075069436,6.0531840271031005e-06
PRV53029,0,44,3.5066308414879045e-07,0.0001351671394990523,1.04139464911728e-05
PRV57093,0,2,3.693981093014e-08,0.0003380662609871535,1.4874677403607586e-06
PRV54774,0,1241,1.2063014984022061e-06,3.3491001377777824e-05,0.00024249998816341565
PRV54168,0,171,9.880475469824775e-07,9.173326222619619e-05,3.519307908823966e-05
PRV53513,0,5,8.334564173895292e-08,0.00026494087334923833,2.0432636219666497e-06
PRV51166,0,12,6.208758278783478e-07,0.00021846118624698732,3.4046738672065494e-06
PRV53509,0,3,5.245305028635798e-08,0.0005366467383259633,1.7671163244996799e-06
PRV56562,0,91,3.333995735148507e-06,0.0001062117222584446,2.00930946721197e-05
PRV55514,1,758,6.587374797702335e-07,5.12051971876026e-05,0.0001447831391317707
PRV55775,0,31,4.041599887728423e-07,8.348827427325947e-05,8.647257702893468e-06
PRV56549,0,5,7.870974792453692e-08,0.0004205181491338824,2.1012173385997395e-06
PRV55586,0,5,1.1297136297896389e-07,0.00014578549988551945,2.633461367436701e-06
PRV51947,0,68,1.454577474737047e-06,9.987372169779374e-05,1.5786594469739528e-05
PRV53292,0,104,8.688936819976357e-07,8.37016664410062e-05,2.14316550370044e-05
PRV51554,0,15,3.528677833426019e-07,0.00015089108501690926,4.031061844696786e-06
PRV55032,0,91,1.132556583964241e-06,9.043783254875655e-05,1.8877526632017965e-05
PRV56028,0,431,3.247029341366733e-07,2.5768386936819047e-05,8.697542798033367e-05
PRV52924,0,31,6.189184720960075e-07,0.00017885970346462896,7.441875656518767e-06
PRV55143,0,2,3.9111462011638954e-08,0.0003380662609871535,1.423415852040409e-06
PRV53246,0,274,2.246857050188741e-06,4.022443525197085e-05,5.532306929802199e-05
PRV53413,0,77,1.5293723541531777e-06,0.00010195640813554566,1.7174273441336558e-05
PRV51297,0,182,7.379539336424455e-07,9.666576986520992e-05,3.588775052955793e-05
PRV56423,0,28,4.914363831373872e-07,0.0001495334764730635,6.55903889295893e-06
PRV53050,0,20,3.500312126269538e-07,0.0001342612396282654,5.89135504538105e-06
PRV55126,0,6,1.1777678555777944e-07,0.0002399915575354715,2.427811354426389e-06
PRV57224,0,549,3.4725011513700435e-06,4.8735426087302777e-05,0.00011047227934632118
PRV56902,0,2,3.698239244885059e-08,0.0004875759196441543,1.4063769377845815e-06
PRV52171,0,34,5.816910297333038e-07,0.00012860326025508317,8.446473924568389e-06
PRV53416,0,226,8.316405496389568e-07,6.434703034825458e-05,4.600356476101728e-05
PRV56671,0,114,1.5199106534761116e-06,0.0001066175293051925,2.385380079310559e-05
PRV51053,0,4,1.1080848759634994e-07,0.0007032061605990209,1.9224360786566612e-06
PRV51941,0,68,1.1997711839718304e-06,9.309414188456215e-05,1.619011559893251e-05
PRV55138,0,8,8.866026420332522e-08,0.00033912808917852514,2.668116927958355e-06
PRV57165,0,94,1.685841390230999e-06,8.806815062569186e-05,2.0124823283977188e-05
PRV57290,0,5,1.1297274987692828e-07,0.00014578549988551945,2.2003196963956976e-06
PRV56834,0,42,5.276785454482056e-07,0.00023453384136703882,9.557082928846738e-06
PRV53144,0,100,1.7553824557574225e-06,8.449435045495368e-05,2.3103281909883382e-05
PRV51443,0,185,1.8568496486115322e-06,5.067462061634331e-05,3.8836307472565724e-05
PRV54434,0,99,1.5880637657163062e-06,8.420145454644167e-05,2.1094019782031727e-05
PRV51100,0,16,2.2616136102708872e-07,0.00015440923601788494,4.3800534852882795e-06
PRV51849,0,378,6.923667535854637e-06,5.661104818082968e-05,7.753319946347234e-05
PRV57382,0,199,1.2204809860640144e-06,0.00010502141344430475,4.140336765374051e-05
PRV51405,0,122,1.897376322100793e-06,6.36523562102212e-05,2.6024156259946e-05
PRV57712,0,20,2.403802606858935e-07,0.00010358796888057531,5.217856816183917e-06
PRV54377,0,53,1.189212492965618e-06,0.00012871751669099273,1.2816041410973574e-05
PRV51398,0,213,2.4492028636000797e-06,6.276546925231111e-05,4.3124445974558995e-05
PRV57122,0,40,5.231546659312592e-07,9.867886128192248e-05,8.741229099907566e-06
PRV51525,0,162,4.4633098473076965e-06,7.159854071448187e-05,3.4786676398629566e-05
PRV54830,0,36,5.396404542102511e-07,0.00012993986198201948,8.45743251624466e-06
PRV51239,0,2,3.9095454023812365e-08,0.0003380662609871535,2.282785461027445e-06
PRV56839,0,30,6.025339140297988e-07,0.0001202989658640599,7.2154560156594795e-06
PRV56566,1,446,4.4538707412766885e-07,0.00013186059546417452,8.381214731749814e-05
PRV52850,0,379,3.544930571966023e-07,0.00015589264260751893,7.012868029856991e-05
PRV54943,0,55,6.930013725949591e-07,6.263367661456582e-05,1.2709767295730394e-05
PRV51515,0,125,2.0889893699600218e-06,7.275167784348533e-05,2.549902179985625e-05
PRV54408,0,272,8.848535901852858e-07,0.00023114037374270726,5.174987301652541e-05
PRV54728,0,27,5.144539741922394e-07,0.00012481679891617503,6.498976348929252e-06
PRV53389,0,36,6.20868444204731e-07,0.00012214809233817932,8.503791313308358e-06
PRV53329,0,30,5.861983246366588e-07,0.00011642814769137674,7.128449961011762e-06
PRV54571,0,42,3.88312076390665e-07,9.798650758935577e-05,9.10447704829996e-06
PRV56601,0,83,9.008427000478661e-07,6.10009507550212e-05,1.8825957184596036e-05
PRV51898,0,148,1.3814365092660738e-06,6.978333106653392e-05,3.097057482912856e-05
PRV56726,0,42,8.687103101267024e-07,9.300487679554259e-05,9.779687263916334e-06
PRV51958,0,74,1.3864583176410513e-06,0.0001044146149298244,1.6902746520438977e-05
PRV54883,0,2,3.91056493717249e-08,0.0003380662609871535,1.5387065021723833e-06
PRV54910,0,526,5.010820832380192e-06,4.7838683886260636e-05,0.00010661347139261027
PRV57399,0,4,9.132646577801293e-08,0.0002915709997710389,1.7885192426475186e-06
PRV55507,0,216,8.155886407167369e-07,0.00014624785547457856,4.242516350436463e-05
PRV51676,0,361,3.98757785013614e-06,3.533639875686521e-05,7.30857847264228e-05
PRV54368,0,280,2.748124428168178e-06,4.720679499994142e-05,5.6309125815695196e-05
PRV55606,0,9,1.890493500742438e-07,0.00028384451487861,2.9475247408521377e-06
PRV55233,0,473,2.442865825462921e-06,6.93894941768354e-05,9.038335200505885e-05
PRV52610,0,46,6.8420007835369e-07,0.0001052377790742238,1.095124465422133e-05
PRV54341,0,140,7.495767412808691e-07,8.408158373716957e-05,3.0469775532427952e-05
PRV56368,0,88,6.457224707725555e-07,0.00025461205357102254,1.9282476621721084e-05
PRV53440,0,430,5.628305730781983e-07,6.0928975667341606e-05,8.734549476013702e-05
PRV54396,0,108,1.1553361381818122e-06,0.00011006098266463101,2.166023914266064e-05
PRV52855,0,64,1.035776115414647e-06,0.00010225525506267878,1.4940617524487323e-05
PRV55699,0,78,5.559859195550764e-07,0.0004199061168564647,1.5788731559806306e-05
